9499303,Y,2,24,24,22,0
9499304,Y,2,28,28,25,0
9499429,Y,2,25,25,21,0
9499430,Y,2,16,16,10,0
9499431,Y,2,26,26,23,0
9499685,Y,2,23,23,22,0
9499686,Y,2,20,20,18,0
9499687,Y,2,20,20,13,0
9499813,Y,2,13,13,5,0
9499814,Y,2,10,10,8,0
9499940,Y,2,9,9,8,0
9499941,Y,2,4,4,1,0
9500067,Y,2,5,5,3,0
9500068,Y,2,12,12,10,0
9500194,Y,2,17,17,15,0
9500195,Y,2,30,30,21,0
9500321,Y,2,38,38,35,0
9500322,Y,2,57,57,52,0
9500448,Y,2,29,29,24,0
9500449,Y,2,17,17,15,0
9500523,Y,2,15,15,13,0
9500524,Y,2,27,27,23,0
9500525,Y,2,14,14,13,0
9500652,Y,2,37,37,35,0
9500778,Y,2,3,3,2,0
9500779,Y,2,16,16,8,0
9500895,Y,2,67,67,62,0
9500896,Y,2,16,16,14,0
9500910,Y,2,56,56,54,0
9501158,Y,2,46,46,44,0
9501159,Y,2,81,81,79,0
9501160,Y,2,26,26,23,0
9501286,Y,2,25,25,18,0
9501287,Y,2,17,17,14,0
9501364,Y,2,5,5,1,0
9501365,Y,2,5,5,1,0
9501491,Y,2,13,13,8,0
9501492,Y,2,16,16,13,0
9501493,Y,2,10,10,7,0
9501619,Y,2,60,60,55,0
9501620,Y,2,25,25,23,0
9501745,Y,2,15,15,12,0
9501746,Y,2,14,14,8,0
9501747,Y,2,17,17,14,0
9501873,Y,2,30,30,27,0
9501874,Y,2,27,27,20,0
9501999,Y,2,36,36,33,0
9502000,Y,2,43,43,37,0
9502001,Y,2,16,16,14,0
9502127,Y,2,29,29,25,0
9502128,Y,2,32,32,26,0
9502254,Y,2,14,14,8,0
9502255,Y,2,12,12,10,0
9502364,Y,2,69,69,66,0
9502489,Y,2,3,3,0,0
9502491,Y,2,3,3,2,0
9502616,Y,2,61,61,58,0
9502617,Y,2,34,34,31,0
9502618,Y,2,35,35,34,0
9502744,Y,2,21,21,14,0
9502745,Y,2,2,2,1,0
9502870,Y,2,39,39,37,0
9502871,Y,2,49,49,47,0
9502872,Y,2,4,4,3,0
9502998,Y,2,85,85,82,0
9502999,Y,2,18,18,17,0
9503105,Y,2,30,30,26,0
9503106,Y,2,12,12,8,0
9503232,Y,2,43,43,40,0
9503233,Y,2,25,25,22,0
9503308,Y,2,17,17,10,0
9503309,Y,2,13,13,10,0
9503384,Y,2,19,19,13,0
9503385,Y,2,9,9,7,0
9503517,Y,2,20,20,17,0
9503518,Y,2,19,19,14,0
9503519,Y,2,9,9,6,0
9503645,Y,2,34,34,29,0
9503646,Y,2,37,37,25,0
9503647,Y,2,21,21,19,0
9503773,Y,2,9,9,7,0
9503774,Y,2,7,7,1,0
9503775,Y,2,14,14,12,0
9503901,Y,2,29,29,25,0
9503902,Y,2,16,16,14,0
9504283,Y,2,59,59,58,0
9504284,Y,2,23,23,22,0
9504388,Y,2,47,47,44,0
9504389,Y,2,45,45,42,0
9504494,Y,2,51,51,50,0
9504495,Y,2,31,31,29,0
9504496,Y,2,37,37,31,0
9504621,Y,2,13,13,10,0
9504622,Y,2,17,17,14,0
9504623,Y,2,6,6,5,0
9504748,Y,2,45,45,38,0
9504749,Y,2,30,30,28,0
9504876,Y,2,36,36,31,0
9504877,Y,2,27,27,26,0
9505004,Y,2,45,45,38,0
9505005,Y,2,27,27,25,0
9505006,Y,2,30,30,29,0
9505131,Y,2,36,36,31,0
9505132,Y,2,22,22,19,0
9505249,Y,2,39,39,33,0
9505250,Y,2,20,20,10,0
9505251,Y,2,35,35,28,0
9505367,Y,2,39,39,37,0
9505368,Y,2,37,37,35,0
9505494,Y,2,10,10,8,0
9505495,Y,2,10,10,7,0
9505496,Y,2,5,5,2,0
9505622,Y,2,26,26,24,0
9505623,Y,2,13,13,9,0
9505748,Y,2,36,36,30,0
9505749,Y,2,15,15,13,0
9505875,Y,2,62,62,58,0
9505876,Y,2,49,49,45,0
9505877,Y,2,66,66,57,0
9506173,Y,2,33,33,28,0
9506174,Y,2,19,19,14,0
9506370,Y,2,20,20,12,0
9506371,Y,2,7,7,2,0
9506491,Y,2,26,26,24,0
9506492,Y,2,26,26,21,0
9506617,Y,2,18,18,14,0
9506618,Y,2,9,9,7,0
9506745,Y,2,30,30,23,0
9506746,Y,2,20,20,17,0
9506864,Y,2,19,19,16,0
9506865,Y,2,7,7,5,0
9506992,Y,2,21,21,15,0
9506993,Y,2,6,6,3,0
9507119,Y,2,7,7,4,0
9507120,Y,2,4,4,3,0
9507245,Y,2,7,7,6,0
9507246,Y,2,46,46,37,0
9507247,Y,2,18,18,16,0
9507504,Y,2,21,21,20,0
9507505,Y,2,23,23,21,0
9507631,Y,2,16,16,12,0
9507632,Y,2,16,16,12,0
9507633,Y,2,3,3,2,0
9507751,Y,2,55,55,51,0
9507752,Y,2,44,44,42,0
9507873,Y,2,3,3,1,0
9507999,Y,2,12,12,9,0
9508000,Y,2,12,12,10,0
9508126,Y,2,14,14,12,0
9508127,Y,2,11,11,6,0
9508253,Y,2,9,9,5,0
9508254,Y,2,33,33,22,0
9508379,Y,2,35,35,35,0
9508380,Y,2,10,10,9,0
9508381,Y,2,10,10,8,0
9508500,Y,2,7,7,3,0
9508501,Y,2,15,15,8,0
9508627,Y,2,41,41,36,0
9508628,Y,2,9,9,6,0
9508881,Y,2,17,17,12,0
9508882,Y,2,14,14,12,0
9508998,Y,2,32,32,25,0
9508999,Y,2,12,12,9,0
9509140,Y,2,40,40,34,0
9509141,Y,2,26,26,20,0
9509142,Y,2,14,14,13,0
9509370,Y,2,26,26,23,0
9509371,Y,2,25,25,23,0
9509488,Y,2,41,41,39,0
9509489,Y,2,70,70,69,0
9509599,Y,2,25,25,22,0
9509600,Y,2,30,30,28,0
9509851,Y,2,35,35,35,0
9509852,Y,2,22,22,20,0
9509853,Y,2,31,31,29,0
9510188,Y,2,24,24,21,0
9510189,Y,2,11,11,9,0
9510322,Y,2,29,29,27,0
9510323,Y,2,34,34,31,0
9510443,Y,2,27,27,24,0
9510444,Y,2,36,36,35,0
9510445,Y,2,26,26,23,0
9510564,Y,2,35,35,35,0
9510565,Y,2,16,16,14,0
9510691,Y,2,28,28,25,0
9510692,Y,2,29,29,23,0
9510693,Y,2,52,52,50,0
9510818,Y,2,43,43,41,0
9510819,Y,2,29,29,27,0
9510946,Y,2,37,37,35,0
9510947,Y,2,33,33,22,0
9511072,Y,2,42,42,38,0
9511073,Y,2,73,73,68,0
9511074,Y,2,30,30,28,0
9511199,Y,2,14,14,12,0
9511200,Y,2,26,26,22,0
9511326,Y,2,45,45,42,0
9511327,Y,2,25,25,21,0
9511447,Y,2,18,18,15,0
9511448,Y,2,41,41,32,0
9511566,Y,2,43,43,40,0
9511567,Y,2,47,47,44,0
9511568,Y,2,15,15,12,0
9511694,Y,2,154,154,150,0
9511695,Y,2,23,23,19,0
9511696,Y,2,30,30,28,0
9511822,Y,2,47,47,45,0
9511823,Y,2,36,36,28,0
9511949,Y,2,154,154,150,0
9511950,Y,2,151,151,148,0
9511951,Y,2,153,153,150,0
9512203,Y,2,54,54,52,0
9512204,Y,2,54,54,46,0
9512205,Y,2,42,42,41,0
9512330,Y,2,38,38,31,0
9512331,Y,2,20,20,16,0
9512332,Y,2,18,18,15,0
9512509,Y,2,22,22,16,0
9512510,Y,2,35,35,33,0
9512603,Y,2,25,25,24,0
9512696,Y,2,46,46,42,0
9512697,Y,2,62,62,49,0
9512823,Y,2,44,44,40,0
9512824,Y,2,47,47,41,0
9512825,Y,2,27,27,24,0
9512951,Y,2,47,47,45,0
9512952,Y,2,38,38,36,0
9513071,Y,2,42,42,40,0
9513072,Y,2,54,54,51,0
9513192,Y,2,20,20,19,0
9513193,Y,2,33,33,30,0
9513194,Y,2,42,42,40,0
9513320,Y,2,14,14,13,0
9513321,Y,2,10,10,8,0
9513556,Y,2,19,19,17,0
9513557,Y,2,26,26,18,0
9513558,Y,2,12,12,11,0
9513929,Y,2,17,17,13,0
9513930,Y,2,30,30,29,0
9513931,Y,2,11,11,10,0
9514057,Y,2,31,31,28,0
9514058,Y,2,67,67,58,0
9514184,Y,2,11,11,7,0
9514185,Y,2,25,25,22,0
9514319,Y,2,34,34,29,0
9514320,Y,2,20,20,18,0
9514321,Y,2,22,22,20,0
9514446,Y,2,63,63,61,0
9514447,Y,2,8,8,5,0
9514448,Y,2,72,72,70,0
9514577,Y,2,31,31,28,0
9514578,Y,2,6,6,4,0
9514579,Y,2,14,14,12,0
9514882,Y,2,10,10,8,0
9514883,Y,2,8,8,4,0
9514884,Y,2,14,14,13,0
9515009,Y,2,8,8,7,0
9515010,Y,2,33,33,26,0
9515011,Y,2,22,22,20,0
9515136,Y,2,23,23,20,0
9515137,Y,2,16,16,13,0
9515138,Y,2,14,14,13,0
9515263,Y,2,14,14,11,0
9515264,Y,2,18,18,14,0
9515265,Y,2,7,7,5,0
9515350,Y,2,12,12,7,0
9515351,Y,2,6,6,4,0
9515381,Y,2,14,14,8,0
9515382,Y,2,12,12,10,0
9515412,Y,2,20,20,15,0
9515413,Y,2,18,18,16,0
9515443,Y,2,21,21,15,0
9515444,Y,2,20,20,18,0
9515473,Y,2,9,9,5,0
9515474,Y,2,14,14,7,0
9515475,Y,2,2,2,0,0
9515628,Y,2,9,9,1,0
9515629,Y,2,14,14,2,0
9515754,Y,2,11,11,10,0
9515755,Y,2,35,35,33,0
9515756,Y,2,22,22,20,0
9515881,Y,2,18,18,17,0
9515882,Y,2,16,16,11,0
9515883,Y,2,19,19,15,0
9516008,Y,2,12,12,10,0
9516009,Y,2,10,10,8,0
9516010,Y,2,14,14,9,0
9516135,Y,2,9,9,7,0
9516136,Y,2,19,19,14,0
9516137,Y,2,14,14,13,0
9516263,Y,2,112,112,109,0
9516264,Y,2,16,16,13,0
9516389,Y,2,8,8,5,0
9516390,Y,2,11,11,8,0
9516391,Y,2,4,4,3,0
9516516,Y,2,3,3,1,0
9516517,Y,2,11,11,5,0
9516518,Y,2,20,20,12,0
9516644,Y,2,28,28,24,0
9516645,Y,2,17,17,8,0
9516770,Y,2,40,40,34,0
9516771,Y,2,63,63,51,0
9516772,Y,2,21,21,20,0
9516897,Y,2,24,24,22,0
9516898,Y,2,40,40,32,0
9517025,Y,2,24,24,17,0
9517026,Y,2,17,17,11,0
9517151,Y,2,24,24,22,0
9517152,Y,2,28,28,20,0
9517153,Y,2,11,11,9,0
9517278,Y,2,25,25,22,0
9517279,Y,2,32,32,29,0
9517280,Y,2,11,11,10,0
9517406,Y,2,14,14,3,0
9517407,Y,2,2,2,0,0
9517482,Y,2,16,16,12,0
9517720,Y,2,2,2,1,0
9517721,Y,2,9,9,0,0
9517722,Y,2,15,15,13,0
9517723,Y,2,44,44,42,0
9517724,Y,2,7,7,5,0
9517725,Y,2,32,32,31,0
9517858,Y,2,24,24,22,0
9517859,Y,2,22,22,19,0
9517860,Y,2,18,18,16,0
9517935,Y,2,5,5,2,0
9518057,Y,2,10,10,9,0
9518058,Y,2,12,12,8,0
9518059,Y,2,15,15,13,0
9518184,Y,2,43,43,40,0
9518185,Y,2,31,31,25,0
9518186,Y,2,12,12,9,0
9518312,Y,2,4,4,0,0
9518313,Y,2,10,10,4,0
9518438,Y,2,33,33,29,0
9518439,Y,2,6,6,3,0
9518440,Y,2,30,30,28,0
9518578,Y,2,41,41,36,0
9518579,Y,2,9,9,6,0
9518580,Y,2,9,9,7,0
9518718,Y,2,31,31,29,0
9518719,Y,2,55,55,52,0
9518720,Y,2,37,37,36,0
9518845,Y,2,30,30,27,0
9518846,Y,2,13,13,10,0
9518847,Y,2,7,7,6,0
9518963,Y,2,40,40,37,0
9518964,Y,2,14,14,12,0
9519209,Y,2,11,11,9,0
9519210,Y,2,35,35,30,0
9520183,Y,2,11,11,2,0
9520184,Y,2,35,35,28,0
9520300,Y,2,31,31,29,0
9520301,Y,2,8,8,6,0
9520479,Y,2,10,10,9,0
9520480,Y,2,13,13,7,0
9520605,Y,2,50,50,48,0
9520606,Y,2,38,38,31,0
9520607,Y,2,19,19,18,0
9520783,Y,2,110,110,108,0
9520784,Y,2,64,64,57,0
9520785,Y,2,70,70,69,0
9520911,Y,2,73,73,69,0
9520912,Y,2,54,54,50,0
9521037,Y,2,67,67,63,0
9521038,Y,2,73,73,70,0
9521039,Y,2,67,67,64,0
9521164,Y,2,38,38,33,0
9521165,Y,2,25,25,21,0
9521166,Y,2,8,8,7,0
9521800,Y,2,16,16,8,0
9521801,Y,2,14,14,5,0
9521926,Y,2,39,39,33,0
9521927,Y,2,18,18,14,0
9521928,Y,2,26,26,23,0
9522096,Y,2,29,29,26,0
9522097,Y,2,18,18,14,0
9522223,Y,2,26,26,23,0
9522224,Y,2,25,25,24,0
9522342,Y,2,31,31,25,0
9522343,Y,2,26,26,17,0
9522462,Y,2,17,17,14,0
9522463,Y,2,19,19,17,0
9522464,Y,2,12,12,10,0
9522717,Y,2,5,5,3,0
9522718,Y,2,10,10,8,0
9522844,Y,2,9,9,7,0
9522845,Y,2,5,5,2,0
9522971,Y,2,19,19,18,0
9522972,Y,2,16,16,9,0
9523098,Y,2,10,10,4,0
9523099,Y,2,14,14,5,0
9523225,Y,2,17,17,11,0
9523226,Y,2,7,7,0,0
9523351,Y,2,11,11,6,0
9523352,Y,2,14,14,10,0
9523353,Y,2,2,2,0,0
9523479,Y,2,6,6,4,0
9523480,Y,2,5,5,3,0
9523605,Y,2,3,3,0,0
9523606,Y,2,7,7,0,0
9523607,Y,2,2,2,0,0
9523732,Y,2,11,11,8,0
9523733,Y,2,2,2,0,0
9523734,Y,2,10,10,8,0
9523859,Y,2,5,5,3,0
9523860,Y,2,5,5,1,0
9523861,Y,2,3,3,1,0
9523986,Y,2,4,4,1,0
9523987,Y,2,7,7,5,0
9524114,Y,2,36,36,29,0
9524115,Y,2,47,47,45,0
9524240,Y,2,49,49,46,0
9524241,Y,2,26,26,22,0
9524242,Y,2,20,20,17,0
9524367,Y,2,116,116,114,0
9524368,Y,2,23,23,16,0
9524369,Y,2,19,19,18,0
9524494,Y,2,38,38,35,0
9524495,Y,2,15,15,14,0
9524496,Y,2,7,7,5,0
9524621,Y,2,34,34,30,0
9524622,Y,2,25,25,23,0
9524623,Y,2,4,4,2,0
9524748,Y,2,10,10,7,0
9524749,Y,2,15,15,5,0
9524877,Y,2,12,12,11,0
9524878,Y,2,8,8,6,0
9525004,Y,2,15,15,13,0
9525005,Y,2,53,53,49,0
9525006,Y,2,23,23,21,0
9525483,Y,2,9,9,7,0
9525484,Y,2,30,30,25,0
9525485,Y,2,16,16,15,0
9525610,Y,2,30,30,28,0
9525611,Y,2,22,22,20,0
9525738,Y,2,22,22,13,0
9525739,Y,2,30,30,28,0
9525854,Y,2,39,39,32,0
9525855,Y,2,10,10,7,0
9525941,Y,2,14,14,10,0
9525942,Y,2,27,27,20,0
9526016,Y,2,37,37,34,0
9526017,Y,2,36,36,32,0
9526018,Y,2,37,37,35,0
9526271,Y,2,35,35,31,0
9526272,Y,2,27,27,26,0
9526398,Y,2,15,15,12,0
9526399,Y,2,21,21,20,0
9526525,Y,2,25,25,18,0
9526526,Y,2,41,41,29,0
9526651,Y,2,44,44,41,0
9526652,Y,2,19,19,14,0
9526653,Y,2,49,49,46,0
9526778,Y,2,36,36,35,0
9526779,Y,2,27,27,24,0
9526780,Y,2,13,13,12,0
9527023,Y,2,11,11,9,0
9527024,Y,2,11,11,9,0
9527151,Y,2,32,32,25,0
9527152,Y,2,28,28,17,0
9527278,Y,2,88,88,84,0
9527279,Y,2,26,26,18,0
9527456,Y,2,29,29,26,0
9527457,Y,2,27,27,25,0
9527582,Y,2,27,27,24,0
9527583,Y,2,17,17,14,0
9527584,Y,2,13,13,12,0
9527952,Y,2,30,30,27,0
9527953,Y,2,7,7,4,0
9527954,Y,2,23,23,15,0
9527955,Y,2,8,8,6,0
9527956,Y,2,13,13,11,0
9527957,Y,2,7,7,5,0
9528090,Y,2,31,31,28,0
9528091,Y,2,35,35,28,0
9528092,Y,2,28,28,25,0
9528217,Y,2,32,32,29,0
9528218,Y,2,20,20,18,0
9528617,Y,2,42,42,39,0
9528618,Y,2,41,41,39,0
9528743,Y,2,29,29,22,0
9528744,Y,2,26,26,24,0
9528868,Y,2,25,25,21,0
9528869,Y,2,28,28,23,0
9528960,Y,2,33,33,29,0
9528961,Y,2,19,19,14,0
9528962,Y,2,22,22,18,0
9529052,Y,2,15,15,13,0
9529053,Y,2,17,17,15,0
9529177,Y,2,10,10,7,0
9529178,Y,2,21,21,19,0
9529301,Y,2,27,27,23,0
9529302,Y,2,14,14,6,0
9529548,Y,2,27,27,25,0
9529549,Y,2,15,15,12,0
9529550,Y,2,14,14,11,0
9529669,Y,2,21,21,19,0
9529670,Y,2,18,18,16,0
9529790,Y,2,11,11,8,0
9529791,Y,2,15,15,13,0
9529918,Y,2,12,12,10,0
9529919,Y,2,12,12,10,0
9530044,Y,2,21,21,19,0
9530045,Y,2,22,22,19,0
9530046,Y,2,51,51,50,0
9530172,Y,2,38,38,30,0
9530173,Y,2,37,37,33,0
9530298,Y,2,36,36,30,0
9530299,Y,2,29,29,25,0
9530300,Y,2,29,29,26,0
9530406,Y,2,26,26,24,0
9530407,Y,2,38,38,30,0
9530514,Y,2,35,35,35,0
9530515,Y,2,31,31,28,0
9530618,Y,2,26,26,24,0
9530619,Y,2,19,19,17,0
9530620,Y,2,30,30,22,0
9530721,Y,2,51,51,48,0
9530722,Y,2,36,36,32,0
9530850,Y,2,16,16,14,0
9530851,Y,2,9,9,1,0
9530977,Y,2,15,15,11,0
9530978,Y,2,11,11,10,0
9531103,Y,2,26,26,24,0
9531104,Y,2,23,23,19,0
9531105,Y,2,1,1,0,0
9531233,Y,2,38,38,33,0
9531234,Y,2,19,19,16,0
9531373,Y,2,31,31,29,0
9531374,Y,2,8,8,6,0
9531499,Y,2,21,21,18,0
9531500,Y,2,11,11,3,0
9531501,Y,2,5,5,2,0
9531640,Y,2,50,50,47,0
9531641,Y,2,55,55,49,0
9531767,Y,2,56,56,53,0
9531768,Y,2,38,38,31,0
9531893,Y,2,42,42,39,0
9531894,Y,2,33,33,29,0
9531895,Y,2,54,54,46,0
9532021,Y,2,43,43,39,0
9532022,Y,2,27,27,25,0
9532147,Y,2,38,38,33,0
9532148,Y,2,40,40,38,0
9532149,Y,2,21,21,19,0
9532275,Y,2,33,33,23,0
9532276,Y,2,36,36,34,0
9532401,Y,2,47,47,46,0
9532402,Y,2,37,37,28,0
9532403,Y,2,17,17,15,0
9532528,Y,2,13,13,10,0
9532529,Y,2,6,6,5,0
9532530,Y,2,19,19,17,0
9532604,Y,2,46,46,45,0
9532605,Y,2,37,37,35,0
9532681,Y,2,21,21,20,0
9532682,Y,2,6,6,3,0
9532808,Y,2,58,58,52,0
9532809,Y,2,14,14,12,0
9532810,Y,2,28,28,26,0
9532936,Y,2,16,16,9,0
9532937,Y,2,17,17,16,0
9533062,Y,2,35,35,30,0
9533063,Y,2,25,25,23,0
9533064,Y,2,31,31,28,0
9533190,Y,2,19,19,18,0
9533191,Y,2,8,8,7,0
9533316,Y,2,51,51,47,0
9533317,Y,2,10,10,8,0
9533318,Y,2,31,31,28,0
9533444,Y,2,17,17,11,0
9533445,Y,2,26,26,17,0
9533570,Y,2,27,27,25,0
9533571,Y,2,13,13,5,0
9533572,Y,2,16,16,15,0
9533698,Y,2,7,7,6,0
9533699,Y,2,10,10,8,0
9533824,Y,2,23,23,18,0
9533825,Y,2,31,31,28,0
9533826,Y,2,20,20,19,0
9533951,Y,2,31,31,23,0
9533952,Y,2,14,14,13,0
9533953,Y,2,14,14,12,0
9534078,Y,2,21,21,19,0
9534079,Y,2,26,26,17,0
9534080,Y,2,12,12,10,0
9534190,Y,2,7,7,4,0
9534191,Y,2,16,16,8,0
9534192,Y,2,2,2,0,0
9534447,Y,2,61,61,55,0
9534448,Y,2,66,66,64,0
9534573,Y,2,39,39,36,0
9534574,Y,2,43,43,39,0
9534575,Y,2,36,36,34,0
9534649,Y,2,55,55,52,0
9534650,Y,2,58,58,54,0
9534651,Y,2,32,32,29,0
9534726,Y,2,46,46,41,0
9534727,Y,2,34,34,30,0
9534853,Y,2,14,14,7,0
9534854,Y,2,15,15,4,0
9535107,Y,2,19,19,12,0
9535108,Y,2,13,13,11,0
9535234,Y,2,9,9,2,0
9535235,Y,2,8,8,0,0
9535320,Y,2,6,6,3,0
9535321,Y,2,3,3,0,0
9535444,Y,2,32,32,23,0
9535445,Y,2,7,7,4,0
9535446,Y,2,7,7,5,0
9535572,Y,2,8,8,3,0
9535573,Y,2,2,2,1,0
9535748,Y,2,9,9,7,0
9535749,Y,2,2,2,0,0
9535750,Y,2,6,6,4,0
9535751,Y,2,3,3,0,0
9535752,Y,2,6,6,4,0
9535903,Y,2,12,12,9,0
9535904,Y,2,15,15,13,0
9536142,Y,2,44,44,41,0
9536143,Y,2,12,12,9,0
9536269,Y,2,24,24,23,0
9536270,Y,2,26,26,17,0
9536639,Y,2,40,40,34,0
9536641,Y,2,29,29,22,0
9536643,Y,2,35,35,33,0
9536776,Y,2,5,5,4,0
9536777,Y,2,4,4,1,0
9536778,Y,2,3,3,2,0
9536903,Y,2,41,41,38,0
9536904,Y,2,20,20,19,0
9536905,Y,2,6,6,5,0
9537008,Y,2,12,12,10,0
9537009,Y,2,14,14,1,0
9537113,Y,2,34,34,32,0
9537114,Y,2,27,27,15,0
9537115,Y,2,20,20,17,0
9537240,Y,2,108,108,100,0
9537241,Y,2,30,30,25,0
9537242,Y,2,13,13,12,0
9537368,Y,2,35,35,29,0
9537369,Y,2,11,11,9,0
9537480,Y,2,23,23,22,0
9537481,Y,2,21,21,10,0
9537738,Y,2,17,17,15,0
9537863,Y,2,2,2,0,0
9537864,Y,2,12,12,6,0
9537865,Y,2,4,4,2,0
9537975,Y,2,9,9,7,0
9537976,Y,2,7,7,4,0
9538102,Y,2,42,42,39,0
9538104,Y,2,13,13,11,0
9538223,Y,2,7,7,5,0
9538224,Y,2,10,10,3,0
9538350,Y,2,7,7,4,0
9538351,Y,2,7,7,0,0
9538476,Y,2,17,17,13,0
9538477,Y,2,12,12,7,0
9538478,Y,2,16,16,13,0
9538604,Y,2,10,10,6,0
9538605,Y,2,2,2,0,0
9538730,Y,2,20,20,17,0
9538731,Y,2,5,5,1,0
9538732,Y,2,6,6,4,0
9538857,Y,2,23,23,19,0
9538858,Y,2,3,3,0,0
9538859,Y,2,5,5,2,0
9538985,Y,2,18,18,13,0
9538986,Y,2,9,9,8,0
9539104,Y,2,11,11,7,0
9539105,Y,2,13,13,10,0
9539232,Y,2,27,27,25,0
9539233,Y,2,17,17,12,0
9539355,Y,2,18,18,16,0
9539356,Y,2,10,10,8,0
9539357,Y,2,20,20,18,0
9539483,Y,2,21,21,18,0
9539484,Y,2,6,6,3,0
9539606,Y,2,16,16,14,0
9539607,Y,2,9,9,6,0
9539734,Y,2,27,27,25,0
9539735,Y,2,23,23,16,0
9539861,Y,2,26,26,21,0
9539862,Y,2,17,17,15,0
9539971,Y,2,22,22,19,0
9539972,Y,2,21,21,19,0
9540080,Y,2,28,28,22,0
9540081,Y,2,11,11,0,0
9540205,Y,2,20,20,18,0
9540206,Y,2,30,30,28,0
9540332,Y,2,7,7,3,0
9540333,Y,2,14,14,11,0
9540334,Y,2,17,17,14,0
9540460,Y,2,64,64,56,0
9540461,Y,2,41,41,37,0
9540599,Y,2,33,33,29,0
9540600,Y,2,15,15,7,0
9540939,Y,2,21,21,18,0
9540940,Y,2,65,65,59,0
9540941,Y,2,22,22,19,0
9541057,Y,2,19,19,16,0
9541058,Y,2,10,10,8,0
9541072,Y,2,11,11,9,0
9541193,Y,2,26,26,23,0
9541194,Y,2,46,46,42,0
9541320,Y,2,11,11,9,0
9541321,Y,2,9,9,8,0
9541322,Y,2,4,4,3,0
9541569,Y,2,34,34,30,0
9541570,Y,2,20,20,18,0
