JDZVLI,23501952,Y,W,0,0,0,1
JDZVLI,23532835,Y,V,0,0,0,2
MEVCMZ,23525335,Y,U,1,0,0,1
DYBRYQ,23538791,Y,O,0,0,0,1
UHCBHI,23525335,Y,P,0,0,0,1
KLITSH,23538714,Y,M,0,0,0,1
KLITSH,23534642,Y,U,0,0,0,2
DGZYIL,23528750,Y,U,0,0,0,1
DGZYIL,23501952,Y,R,0,0,0,2
DGZYIL,26522585,Y,Q,0,0,0,3
DGZYIL,23501160,Y,Z,0,0,0,4
DGZYIL,23535345,Y,Z,0,0,0,5
PEXGUL,23525335,Y,P,0,0,0,1
SJSQNG,23538714,Y,S,0,0,0,1
RFRJYE,23525335,Y,R,0,0,0,1
GDLATM,23525335,Y,U,0,0,0,1
FBCDRX,23525335,Y,S,0,0,0,1
EIQBNX,23525335,Y,O,0,0,0,1
MSTAID,23538714,Y,U,1,0,0,1
MSTAID,23507819,Y,V,0,0,0,2
KZDNOM,23538791,Y,O,0,0,0,1
ZLWEGT,23538714,Y,S,0,0,0,1
ZLWEGT,26522373,Y,V,0,0,0,2
PYGZYE,23538714,Y,S,1,0,0,1
PYGZYE,25365702,Y,M,0,0,0,2
FJERWK,23538714,Y,M,1,0,0,1
QZMHFI,23538791,Y,S,0,0,0,1
GDSFZA,23538714,Y,Y,0,0,0,1
GDSFZA,23532835,Y,Y,0,0,0,2
HBXKYI,23538714,Y,Z,0,0,0,1
HBXKYI,23501163,Y,R,0,0,0,2
HBXKYI,23515146,Y,Q,0,0,0,3
KHFYXB,23501952,Y,M,0,0,0,1
KHFYXB,23497434,Y,O,0,0,0,2
XMEWOE,23538791,Y,M,0,0,0,1
SMXQHD,23538714,Y,S,0,0,0,1
SMXQHD,23534646,Y,M,0,0,0,2
SSFKEP,23538714,Y,O,0,0,0,1
SSFKEP,23499443,Y,W,0,0,0,2
FVMUNP,23538714,Y,M,1,0,0,1
CSJSXN,23538791,Y,S,0,0,0,1
OTXIIY,23538714,Y,S,0,0,0,1
OTXIIY,25365703,Y,M,0,0,0,2
ATJOOF,23501952,Y,R,0,0,0,1
SGSOBH,23538791,Y,S,0,0,0,1
QNGTEJ,23538714,Y,Z,0,0,0,1
QNGTEJ,23538795,Y,U,0,0,0,2
MWRSBT,23525335,Y,R,0,0,0,1
SNVQWG,23538791,Y,O,0,0,0,1
RIPYQX,23538714,Y,M,0,0,0,1
RIPYQX,23539770,Y,P,0,0,0,2
RIPYQX,23538205,Y,Z,0,0,0,3
GJHMIP,23525335,Y,U,0,0,0,1
GJHMIP,23521367,Y,U,0,0,0,2
DYTSWX,23525335,Y,P,1,0,0,1
RIXEIA,23525335,Y,S,0,0,0,1
WUGARU,23525335,Y,P,0,0,0,1
TJURZE,23501952,Y,O,0,0,0,1
TJURZE,23532835,Y,O,0,0,0,2
TJURZE,S1740994,Y,B,0,0,1,3
UNLQAU,23538791,Y,U,0,0,0,1
UNLQAU,23519074,Y,S,0,0,0,2
FXCZYB,23538714,Y,O,0,0,0,1
FXCZYB,23499442,Y,U,0,0,0,2
COHZBP,23538714,Y,X,1,0,0,1
COHZBP,23515144,Y,X,0,0,0,2
JFOMDW,23501952,Y,W,1,0,0,1
PMCZRA,23525335,Y,P,0,0,0,1
IYMZBI,23501952,Y,V,0,0,0,1
IYMZBI,23525342,Y,W,0,0,0,2
VTNXQT,23501952,Y,R,1,0,0,1
VTNXQT,23532835,Y,K,0,0,0,2
FXSJRN,23525335,Y,Y,0,0,0,1
LUWOQI,23538791,Y,S,0,0,0,1
PRRBHA,23525335,Y,O,0,0,0,1
EQFSGN,23525335,Y,X,0,0,0,1
GAMIVZ,23501952,Y,Z,0,0,0,1
GAMIVZ,23497437,Y,W,0,0,0,2
CPPCYR,23525335,Y,R,0,0,0,1
FOBBKU,23497421,Y,X,0,1,0,1
FOBBKU,23525335,Y,X,0,0,0,2
EYHNRB,23501952,Y,O,0,0,0,1
EYHNRB,23505963,Y,O,0,0,0,2
FYKGZA,23538714,Y,O,0,0,0,1
TZZNNL,23538791,Y,S,0,0,0,1
OTUMPK,23525335,Y,T,0,0,0,1
DDIIGI,23525335,Y,S,0,0,0,1
AIQUOX,23538791,Y,U,0,0,0,1
NJVJVN,23538714,Y,U,1,0,0,1
NJVJVN,23507819,Y,V,0,0,0,2
XULNGM,23525335,Y,P,0,0,0,1
OJBODM,23501952,Y,K,0,0,0,1
ZIPLTR,23525335,Y,Z,1,0,0,1
ZIPLTR,23519593,Y,Z,0,0,0,2
XNLMVL,23501952,Y,Z,1,0,0,1
XNLMVL,23525340,Y,R,0,0,0,2
CGBXLJ,23538791,Y,S,0,0,0,1
TKNAEH,23501952,Y,R,1,0,0,1
TKNAEH,23521439,Y,V,0,0,0,2
LXTFVH,23525335,Y,U,0,0,0,1
WQTNKE,23525335,Y,O,0,0,0,1
WQTNKE,23515680,Y,O,0,0,0,2
JNMZWC,23538791,Y,S,0,0,0,1
BYPSDP,23538791,Y,S,0,0,0,1
QGLSMW,23501952,Y,O,1,0,0,1
QGLSMW,23525343,Y,P,0,0,0,2
DEPYFP,23526177,Y,Z,0,0,0,1
DEPYFP,23538714,Y,Z,1,0,0,2
DEPYFP,23499442,Y,S,0,0,0,3
DEPYFP,23550706,Y,S,0,0,0,4
SHMGHS,23538714,Y,S,0,0,0,1
SHMGHS,23538798,Y,U,0,0,0,2
AMESTI,23511573,Y,S,0,1,0,1
AMESTI,23501952,Y,W,1,0,0,2
AMESTI,23487614,Y,V,0,0,0,3
AMESTI,23497455,Y,U,0,0,0,4
WYOSLZ,23538791,Y,S,0,0,0,1
ENHXUX,23538714,Y,U,0,0,0,1
LFELKC,23538714,Y,U,1,0,0,1
LFELKC,23507818,Y,Z,0,0,0,2
OUASKF,23538714,Y,S,0,0,0,1
OUASKF,23499442,Y,U,0,0,0,2
XZQYOD,23525335,Y,P,0,0,0,1
UOGMAQ,23538791,Y,U,0,0,0,1
LRXEZS,23538791,Y,O,0,0,0,1
JQAKWV,23538791,Y,S,0,0,0,1
IBLQMM,23538714,Y,M,1,0,0,1
IBLQMM,23507819,Y,V,0,0,0,2
GHLNGH,23538714,Y,S,0,0,0,1
GHLNGH,23499442,Y,U,0,0,0,2
KMGDVW,23538791,Y,S,0,0,0,1
PKGAAC,23525335,Y,S,0,0,0,1
QLQJUG,23538791,Y,U,0,0,0,1
DNGMMK,23525335,Y,O,0,0,0,1
BTOZVM,23501952,Y,W,1,0,0,1
BTOZVM,23497436,Y,B,0,0,0,2
GDOVWE,23538791,Y,S,0,0,0,1
LPEJPK,23501952,Y,Z,0,0,0,1
LPEJPK,23525339,Y,Z,0,0,0,2
TLYTQL,23538791,Y,V,1,0,0,1
TLYTQL,23519069,Y,Z,0,0,0,2
LAWMBG,23525335,Y,P,0,0,0,1
BIBNTJ,23538714,Y,U,0,0,0,1
BIBNTJ,25365700,Y,S,0,0,0,2
HQXWVJ,23538791,Y,U,0,0,0,1
GNGAWS,23501952,Y,W,0,0,0,1
GNGAWS,23521440,Y,V,0,0,0,2
NCIMPC,23517604,Y,Z,0,0,0,1
NCIMPC,23501952,Y,Z,1,0,0,2
NCIMPC,23549216,Y,P,0,0,0,3
NCIMPC,23520223,Y,U,0,0,0,4
NCIMPC,23517541,Y,U,0,0,0,5
XGMOAY,23525335,Y,R,0,0,0,1
QOQBXA,23515138,Y,U,0,1,0,1
QOQBXA,23538714,Y,O,1,0,0,2
OMZMHB,23550844,Y,Y,0,1,0,1
OMZMHB,23531495,Y,Y,0,1,0,2
OMZMHB,23538714,Y,Y,1,0,0,3
OMZMHB,23521360,Y,Y,0,0,0,4
PPYDXO,23538791,Y,S,0,0,0,1
SDHYAA,23501952,Y,Z,0,0,0,1
ITSUTL,23538714,Y,O,0,0,0,1
ITSUTL,25365701,Y,U,0,0,0,2
ETXMXH,23525335,Y,O,0,0,0,1
ANCXND,23538791,Y,S,0,0,0,1
ANCXND,23515069,Y,S,0,0,0,2
FDBRLY,23525335,Y,P,0,0,0,1
KLNUSB,25365684,Y,V,0,1,0,1
KLNUSB,23538791,Y,U,0,0,0,2
EPILDD,23525335,Y,P,0,0,0,1
QDUVRF,23501952,Y,O,1,0,0,1
QDUVRF,23497437,Y,M,0,0,0,2
FXUACI,23538791,Y,S,1,0,0,1
UABMKL,23538791,Y,S,0,0,0,1
OIBBMX,23538714,Y,O,0,0,0,1
PIRIYP,23538714,Y,U,1,0,0,1
PIRIYP,23487608,Y,W,0,0,0,2
OJZYXY,23538714,Y,S,1,0,0,1
OJZYXY,25365701,Y,S,0,0,0,2
GANZEC,23501952,Y,M,0,0,0,1
TLNYNL,23501952,Y,W,0,0,0,1
TLNYNL,23497436,Y,V,0,0,0,2
WETKIE,23525335,Y,O,0,0,0,1
WBRDJP,23538791,Y,S,0,0,0,1
CLOPNZ,23525335,Y,S,0,0,0,1
NKEDRY,23538791,Y,O,0,0,0,1
CPLDSC,23525335,Y,R,0,0,0,1
ZNLGPE,23525335,Y,S,0,0,0,1
OJTFTZ,23501952,Y,Z,0,0,0,1
OJTFTZ,23497434,Y,S,0,0,0,2
AAUBJB,23525335,Y,O,1,0,0,1
ZOPSUE,23501952,Y,W,0,0,0,1
NNNQEB,23525335,Y,P,0,0,0,1
FUOPSC,23525335,Y,P,0,0,0,1
DRWSKO,23525335,Y,R,0,0,0,1
BJAJQQ,23501952,Y,K,0,0,0,1
BJAJQQ,23497435,Y,Z,0,0,0,2
NKOSYH,23525335,Y,H,0,0,0,1
QIXGCK,23538714,Y,M,1,0,0,1
QIXGCK,23507818,Y,Z,0,0,0,2
ZPDTCA,23525335,Y,Y,0,0,0,1
DJUMZC,23538714,Y,M,0,0,0,1
DJUMZC,23536359,Y,R,0,0,0,2
HZZIJH,23538791,Y,S,0,0,0,1
YQIRXP,23501952,Y,X,1,0,0,1
YQIRXP,23532835,Y,X,0,0,0,2
YQIRXP,S1741340,Y,X,0,0,1,3
TFCARN,23538791,Y,U,0,0,0,1
IFGSZP,23501952,Y,Y,0,0,0,1
LQYYWF,23538714,Y,W,0,0,0,1
LQYYWF,23532835,Y,O,0,0,0,2
LQYYWF,26521743,Y,L,0,0,0,3
LQYYWF,26522409,Y,L,0,0,0,4
KJDMEO,23501952,Y,O,1,0,0,1
KJDMEO,26522588,Y,M,0,0,0,2
KJDMEO,26522590,Y,M,0,0,0,3
KJDMEO,26522592,Y,W,0,0,0,4
KJDMEO,26520332,Y,W,0,0,0,5
KJOKOF,23525335,Y,U,0,0,0,1
KJOKOF,23521366,Y,U,0,0,0,2
MEJWVZ,23538791,Y,O,0,0,0,1
FYUJIF,23538791,Y,S,0,0,0,1
RTZILM,23501952,Y,O,1,0,0,1
RTZILM,25365575,Y,P,0,0,0,2
SULLWM,23525335,Y,P,0,0,0,1
CSXZZB,23501952,Y,O,1,0,0,1
MUGLOB,23538714,Y,S,0,0,0,1
NWGQQJ,23545676,Y,O,0,1,0,1
NWGQQJ,23538714,Y,O,1,0,0,2
LXJRSI,23501952,Y,M,0,0,0,1
CAIFVR,23525335,Y,Y,0,0,0,1
FBKWSU,23501952,Y,X,1,0,0,1
BFGNQN,23538791,Y,S,0,0,0,1
KNNDEI,23525335,Y,U,0,0,0,1
GPXVZV,23538791,Y,S,0,0,0,1
HWELNI,23525335,Y,S,0,0,0,1
BBDSQN,23525335,Y,O,0,0,0,1
BBDSQN,23528574,Y,O,0,0,0,2
QHTEFO,23538791,Y,U,0,0,0,1
TTWDAQ,23501952,Y,Z,0,0,0,1
IPSSON,23538714,Y,S,0,0,0,1
IPSSON,23516843,Y,P,0,0,0,2
DEOPWO,23525335,Y,O,0,0,0,1
IIUSYI,23525335,Y,K,1,0,0,1
UUKHIY,23525335,Y,U,0,0,0,1
HUHSPE,23538714,Y,U,1,0,0,1
HUHSPE,23536359,Y,W,0,0,0,2
NVZICP,23501952,Y,B,0,0,0,1
MJGZDE,23525335,Y,P,0,0,0,1
YQUZNJ,23538791,Y,S,0,0,0,1
ILWEZY,23501952,Y,U,1,0,0,1
WNIZCY,23538791,Y,S,1,0,0,1
JSNVLL,23525335,Y,Y,0,0,0,1
IBYBZQ,23538791,Y,U,0,0,0,1
CIXKAN,23501952,Y,Z,1,0,0,1
CIXKAN,23497434,Y,U,0,0,0,2
DKRCNO,23538714,Y,O,1,0,0,1
DKRCNO,23538795,Y,M,0,0,0,2
TDBRGT,23538714,Y,M,0,0,0,1
TDBRGT,23532835,Y,M,0,0,0,2
TDBRGT,26521743,Y,L,0,0,0,3
TDBRGT,26522409,Y,L,0,0,0,4
SIQUKE,23525335,Y,P,0,0,0,1
TNFVDE,23525335,Y,U,0,0,0,1
HAPYEL,23538714,Y,S,1,0,0,1
HAPYEL,23532835,Y,S,0,0,0,2
HAPYEL,23548172,Y,Z,0,0,0,3
HAPYEL,23507818,Y,Z,0,0,0,4
QJEIUY,23501952,Y,W,1,0,0,1
QJEIUY,23532835,Y,V,0,0,0,2
YELZRI,23538791,Y,X,0,0,0,1
CHNCHA,23525335,Y,S,0,0,0,1
AFKTWQ,23538791,Y,O,0,0,0,1
DRJDMM,23538714,Y,Z,0,0,0,1
DRJDMM,25365703,Y,W,0,0,0,2
CFKWGH,23538791,Y,S,0,0,0,1
HUGCQV,23501952,Y,O,1,0,0,1
HUGCQV,23532835,Y,O,0,0,0,2
HUGCQV,S1740929,Y,S,0,0,1,3
TINOBA,23538791,Y,U,0,0,0,1
TINOBA,23500103,Y,U,0,0,0,2
VYBDQP,23501952,Y,O,0,0,0,1
VYBDQP,23497437,Y,M,0,0,0,2
KMTQZC,23501952,Y,O,1,0,0,1
KMTQZC,23532835,Y,O,0,0,0,2
KMTQZC,23548174,Y,O,0,0,0,3
KMTQZC,23497435,Y,M,0,0,0,4
FEQWBH,23501952,Y,Z,1,0,0,1
FEQWBH,23521442,Y,Q,0,0,0,2
BVZKJN,23538714,Y,S,1,0,0,1
BVZKJN,23538796,Y,W,0,0,0,2
FMGEQW,23538714,Y,S,1,0,0,1
FMGEQW,25365703,Y,M,0,0,0,2
ILOKDD,23538714,Y,S,1,0,0,1
ILOKDD,23532835,Y,S,0,0,0,2
ILOKDD,23527254,Y,O,0,0,0,3
ILOKDD,23536358,Y,O,0,0,0,4
KHSAKZ,23538714,Y,O,1,0,0,1
KHSAKZ,23499442,Y,S,0,0,0,2
